# Time	[X1]	[X2]	[X3]	
0	0.1	0.4	0.2	
1	0.0503036	0.483006	0.154189	
2	0.049254	0.485438	0.15518	
3	0.0492885	0.486966	0.155696	
4	0.0493604	0.48831	0.15614	
5	0.0494265	0.489514	0.156537	
6	0.0494859	0.490593	0.156894	
7	0.049539	0.491561	0.157213	
8	0.0495867	0.492429	0.1575	
9	0.0496293	0.493207	0.157757	
10	0.0496676	0.493905	0.157987	
11	0.0497019	0.494532	0.158194	
12	0.0497326	0.495094	0.15838	
13	0.0497602	0.495598	0.158546	
14	0.049785	0.49605	0.158696	
15	0.0498072	0.496457	0.15883	
16	0.0498271	0.496821	0.158951	
17	0.049845	0.497149	0.159059	
18	0.049861	0.497443	0.159156	
19	0.0498754	0.497707	0.159243	
20	0.0498883	0.497944	0.159321	
21	0.0498999	0.498156	0.159392	
22	0.0499104	0.498347	0.159455	
23	0.0499197	0.498518	0.159511	
24	0.0499281	0.498672	0.159562	
25	0.0499356	0.49881	0.159608	
26	0.0499424	0.498934	0.159649	
27	0.0499485	0.499046	0.159685	
28	0.0499539	0.499146	0.159718	
29	0.0499588	0.499236	0.159748	
30	0.0499632	0.499316	0.159775	
31	0.0499671	0.499389	0.159799	
32	0.0499707	0.499454	0.15982	
33	0.0499739	0.499512	0.159839	
34	0.0499767	0.499564	0.159857	
35	0.0499793	0.499611	0.159872	
36	0.0499816	0.499654	0.159886	
37	0.0499836	0.499692	0.159899	
38	0.0499855	0.499726	0.15991	
39	0.0499872	0.499756	0.15992	
40	0.0499887	0.499784	0.159929	
41	0.04999	0.499809	0.159937	
42	0.0499912	0.499831	0.159945	
43	0.0499923	0.499851	0.159951	
44	0.0499933	0.499868	0.159957	
45	0.0499941	0.499885	0.159963	
46	0.0499949	0.499899	0.159967	
47	0.0499956	0.499912	0.159972	
48	0.0499963	0.499923	0.159975	
49	0.0499968	0.499934	0.159979	
50	0.0499973	0.499943	0.159982	
51	0.0499978	0.499952	0.159985	
52	0.0499982	0.499959	0.159987	
53	0.0499986	0.499966	0.159989	
54	0.0499989	0.499972	0.159991	
55	0.0499992	0.499978	0.159993	
56	0.0499995	0.499983	0.159995	
57	0.0499997	0.499987	0.159996	
58	0.0499999	0.499991	0.159998	
59	0.0500001	0.499995	0.159999	
60	0.0500003	0.499998	0.16	
61	0.0500005	0.500001	0.160001	
62	0.0500006	0.500003	0.160002	
63	0.0500007	0.500006	0.160002	
64	0.0500008	0.500008	0.160003	
65	0.0500009	0.500009	0.160004	
66	0.050001	0.500011	0.160004	
67	0.0500011	0.500013	0.160005	
68	0.0500012	0.500014	0.160005	
69	0.0500013	0.500015	0.160006	
70	0.0500013	0.500016	0.160006	
71	0.0500014	0.500017	0.160006	
72	0.0500014	0.500018	0.160007	
73	0.0500014	0.500019	0.160007	
74	0.0500015	0.500019	0.160007	
75	0.0500015	0.50002	0.160007	
76	0.0500015	0.50002	0.160007	
77	0.0500016	0.500021	0.160008	
78	0.0500016	0.500021	0.160008	
79	0.0500016	0.500022	0.160008	
80	0.0500016	0.500022	0.160008	
81	0.0500017	0.500023	0.160008	
82	0.0500017	0.500023	0.160008	
83	0.0500017	0.500023	0.160008	
84	0.0500017	0.500023	0.160008	
85	0.0500017	0.500024	0.160008	
86	0.0500017	0.500024	0.160009	
87	0.0500017	0.500024	0.160009	
88	0.0500018	0.500024	0.160009	
89	0.0500018	0.500025	0.160009	
90	0.0500018	0.500025	0.160009	
91	0.0500018	0.500025	0.160009	
92	0.0500018	0.500025	0.160009	
93	0.0500018	0.500025	0.160009	
94	0.0500018	0.500025	0.160009	
95	0.0500018	0.500025	0.160009	
96	0.0500018	0.500025	0.160009	
97	0.0500018	0.500025	0.160009	
98	0.0500018	0.500025	0.160009	
99	0.0500018	0.500026	0.160009	
100	0.0500018	0.500026	0.160009	
101	0.0500018	0.500026	0.160009	
102	0.0500018	0.500026	0.160009	
103	0.0500018	0.500026	0.160009	
104	0.0500018	0.500026	0.160009	
105	0.0500018	0.500026	0.160009	
106	0.0500018	0.500026	0.160009	
107	0.0500018	0.500026	0.160009	
108	0.0500018	0.500026	0.160009	
109	0.0500018	0.500026	0.160009	
110	0.0500018	0.500026	0.160009	
111	0.0500018	0.500026	0.160009	
112	0.0500018	0.500026	0.160009	
113	0.0500018	0.500026	0.160009	
114	0.0500018	0.500026	0.160009	
115	0.0500018	0.500026	0.160009	
116	0.0500018	0.500026	0.160009	
117	0.0500018	0.500026	0.160009	
118	0.0500018	0.500026	0.160009	
119	0.0500018	0.500026	0.160009	
120	0.0500018	0.500026	0.160009	
121	0.0500018	0.500026	0.160009	
122	0.0500018	0.500026	0.160009	
123	0.0500018	0.500026	0.160009	
124	0.0500018	0.500026	0.160009	
125	0.0500018	0.500026	0.160009	
126	0.0500018	0.500026	0.160009	
127	0.0500018	0.500026	0.160009	
128	0.0500018	0.500026	0.160009	
129	0.0500018	0.500026	0.160009	
130	0.0500018	0.500026	0.160009	
131	0.0500019	0.500026	0.160009	
132	0.0500019	0.500026	0.160009	
133	0.0500019	0.500026	0.160009	
134	0.0500019	0.500026	0.160009	
135	0.0500019	0.500026	0.160009	
136	0.0500019	0.500026	0.160009	
137	0.0500019	0.500026	0.160009	
138	0.0500019	0.500026	0.160009	
139	0.0500018	0.500026	0.160009	
140	0.0500018	0.500026	0.160009	
141	0.0500018	0.500026	0.160009	
142	0.0500018	0.500026	0.160009	
143	0.0500018	0.500026	0.160009	
144	0.0500018	0.500026	0.160009	
145	0.0500018	0.500026	0.160009	
146	0.0500018	0.500026	0.160009	
147	0.0500018	0.500026	0.160009	
148	0.0500018	0.500026	0.160009	
149	0.0500018	0.500026	0.160009	
150	0.0500018	0.500026	0.160009	
151	0.0500018	0.500026	0.160009	
152	0.0500018	0.500026	0.160009	
153	0.0500018	0.500026	0.160009	
154	0.0500018	0.500026	0.160009	
155	0.0500018	0.500026	0.160009	
156	0.0500018	0.500026	0.160009	
157	0.0500018	0.500026	0.160009	
158	0.0500018	0.500026	0.160009	
159	0.0500018	0.500026	0.160009	
160	0.0500018	0.500026	0.160009	
161	0.0500018	0.500026	0.160009	
162	0.0500019	0.500026	0.160009	
163	0.0500019	0.500026	0.160009	
164	0.0500019	0.500026	0.160009	
165	0.0500019	0.500026	0.160009	
166	0.0500019	0.500026	0.160009	
167	0.0500019	0.500026	0.160009	
168	0.0500019	0.500026	0.160009	
169	0.0500019	0.500026	0.160009	
170	0.0500019	0.500026	0.160009	
171	0.0500019	0.500026	0.160009	
172	0.0500019	0.500026	0.160009	
173	0.0500019	0.500026	0.160009	
174	0.0500019	0.500026	0.160009	
175	0.0500019	0.500026	0.160009	
176	0.0500019	0.500026	0.160009	
177	0.0500019	0.500026	0.160009	
178	0.0500019	0.500026	0.160009	
179	0.0500019	0.500026	0.160009	
180	0.0500019	0.500026	0.160009	
181	0.0500019	0.500026	0.160009	
182	0.0500019	0.500026	0.160009	
183	0.0500019	0.500026	0.160009	
184	0.0500019	0.500026	0.160009	
185	0.0500019	0.500026	0.160009	
186	0.0500019	0.500026	0.160009	
187	0.0500019	0.500026	0.160009	
188	0.0500019	0.500026	0.160009	
189	0.0500019	0.500026	0.160009	
190	0.0500019	0.500026	0.160009	
191	0.0500019	0.500026	0.160009	
192	0.0500019	0.500026	0.160009	
193	0.0500019	0.500026	0.160009	
194	0.0500019	0.500026	0.160009	
195	0.0500019	0.500026	0.160009	
196	0.0500019	0.500026	0.160009	
197	0.0500018	0.500026	0.160009	
198	0.0500018	0.500026	0.160009	
199	0.0500018	0.500026	0.160009	
200	0.0500018	0.500026	0.160009	
201	0.0500018	0.500026	0.160009	
202	0.0500018	0.500026	0.160009	
203	0.0500018	0.500026	0.160009	
204	0.0500018	0.500026	0.160009	
205	0.0500018	0.500026	0.160009	
206	0.0500018	0.500026	0.160009	
207	0.0500018	0.500026	0.160009	
208	0.0500018	0.500026	0.160009	
209	0.0500018	0.500026	0.160009	
210	0.0500018	0.500026	0.160009	
211	0.0500018	0.500026	0.160009	
212	0.0500018	0.500026	0.160009	
213	0.0500018	0.500026	0.160009	
214	0.0500018	0.500026	0.160009	
215	0.0500018	0.500026	0.160009	
216	0.0500018	0.500026	0.160009	
217	0.0500018	0.500026	0.160009	
218	0.0500018	0.500026	0.160009	
219	0.0500018	0.500026	0.160009	
220	0.0500018	0.500026	0.160009	
221	0.0500018	0.500026	0.160009	
222	0.0500018	0.500026	0.160009	
223	0.0500018	0.500026	0.160009	
224	0.0500019	0.500026	0.160009	
225	0.0500019	0.500026	0.160009	
226	0.0500019	0.500026	0.160009	
227	0.0500019	0.500026	0.160009	
228	0.0500019	0.500026	0.160009	
229	0.0500019	0.500026	0.160009	
230	0.0500019	0.500026	0.160009	
231	0.0500019	0.500026	0.160009	
232	0.0500019	0.500026	0.160009	
